Cluster,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
0,0.1872506652214022,0.35492435424354246,0.9253966789667897,0.1543758785608856,0.8419756457564576,-5.470608856088561,0.10949151291512915,138.4583081180812,0.4357909594095941,16.8929889298893,307456.8708487085
1,0.5165617204301075,0.45202508960573473,0.5715949820788531,0.0754227240860215,0.3296100358422939,-9.00799641577061,0.04669318996415771,109.83293548387097,0.39323548387096774,25.548387096774192,274845.4229390681
2,0.2132049858695652,0.5888125,0.6640434782608695,0.18063279426630433,0.2351649456521739,-9.90116847826087,0.04799782608695652,122.72988315217391,0.7499347826086956,15.111413043478262,187070.6847826087
3,0.18811010950118767,0.5218456057007126,0.8795225653206651,0.22120144855106888,0.3725225653206651,-4.993750593824228,0.05197149643705463,123.84723040380048,0.749166270783848,27.610451306413303,244157.3325415677
